SECTION,SCHOOL,COURSE_CODE,SESSION,MIN_UNITS,MAX_UNITS,COURSE_TITLE,MODE,Link,PUBLISH?,START_TIME,END_TIME,DAYS,TOTAL_ENR,MODALITY,INSTRUCTOR_NAME,ASSIGNED_ROOM,TOTAL_ENR,COURSE_DESCRIPTION
49925,LAS,PHED-148A,1,1,1,Archery,C,,Y,12:00,13:50,F,0,,"Mo, Laurence",PED210,0,Fundamental instruction of archery technique for beginners and intermediates; historical origins; form; the shot cycle; mindfulness; scoring; equipment; sport specific training.
49825,LAS,PHED-150A,1,1,1,Table Tennis,C,,Y,11:00,11:50,TH,0,,"Jestkova, Irina",PED200,0,"Fundamental instruction of basic strokes for beginning and intermediate players; rules, scoring strategies; singles and doubles; practices and match play."
49821,LAS,PHED-150A,1,1,1,Table Tennis,C,,Y,9:00,9:50,TH,0,,"Jestkova, Irina",PED200,0,"Fundamental instruction of basic strokes for beginning and intermediate players; rules, scoring strategies; singles and doubles; practices and match play."
49823,LAS,PHED-150A,1,1,1,Table Tennis,C,,Y,10:00,10:50,TH,0,,"Jestkova, Irina",PED200,0,"Fundamental instruction of basic strokes for beginning and intermediate players; rules, scoring strategies; singles and doubles; practices and match play."
49828,LAS,PHED-150A,1,1,1,Table Tennis,C,,Y,14:00,14:50,MW,0,,"Jestkova, Irina",PED200,0,"Fundamental instruction of basic strokes for beginning and intermediate players; rules, scoring strategies; singles and doubles; practices and match play."
49826,LAS,PHED-150A,1,1,1,Table Tennis,C,,Y,13:00,13:50,MW,0,,"Jestkova, Irina",PED200,0,"Fundamental instruction of basic strokes for beginning and intermediate players; rules, scoring strategies; singles and doubles; practices and match play."
49931,LAS,PHED-150B,1,1,1,Table Tennis,C,,Y,15:00,16:50,W,0,,"Jestkova, Irina",PED200,0,"Reinforcement of basic strokes for experienced players; development of advanced strokes including serves, use of spin, counter hits, footwork; drills and match play."
50011,LAS,PHED-151A,1,1,1,Badminton,C,,Y,15:00,16:50,M,0,,"Jestkova, Irina",PED210,0,"Fundamental instruction of basic strokes for beginners and intermediate players; rules, scoring, strategies; footwork and court positioning; practical drills and games."
50010,LAS,PHED-151A,1,1,1,Badminton,C,,Y,15:00,16:50,T,0,,"Jestkova, Irina",PED210,0,"Fundamental instruction of basic strokes for beginners and intermediate players; rules, scoring, strategies; footwork and court positioning; practical drills and games."
49849,LAS,PHED-155A,1,1,1,Golf,C,,Y,8:00,8:50,TH,0,,"Munson, Michael, C",PED210,0,"Basic skills development and knowledge in stance, grip and swing mechanics; course strategy; use of woods, irons and putting; history rules and etiquette."
49948,LAS,PHED-155A,1,1,1,Golf,C,,Y,10:00,11:50,F,0,,"Briano, Marcos",PED210,0,"Basic skills development and knowledge in stance, grip and swing mechanics; course strategy; use of woods, irons and putting; history rules and etiquette."
49848,LAS,PHED-155A,1,1,1,Golf,C,,Y,10:00,10:50,MW,0,,"Burton, Timothy, Lee",PED210,0,"Basic skills development and knowledge in stance, grip and swing mechanics; course strategy; use of woods, irons and putting; history rules and etiquette."
49851,LAS,PHED-155A,1,1,1,Golf,C,,Y,9:00,9:50,TH,0,,"Munson, Michael, C",PED210,0,"Basic skills development and knowledge in stance, grip and swing mechanics; course strategy; use of woods, irons and putting; history rules and etiquette."
49852,LAS,PHED-155A,1,1,1,Golf,C,,Y,12:00,12:50,MW,0,,"Burton, Timothy, Lee",PED210,0,"Basic skills development and knowledge in stance, grip and swing mechanics; course strategy; use of woods, irons and putting; history rules and etiquette."
49850,LAS,PHED-155A,1,1,1,Golf,C,,Y,11:00,11:50,MW,0,,"Burton, Timothy, Lee",PED210,0,"Basic skills development and knowledge in stance, grip and swing mechanics; course strategy; use of woods, irons and putting; history rules and etiquette."
49893,LAS,PHED-162,1,2,2,Principles of Athletic Coaching,C,,N,17:00,18:50,M,0,,,THH113,0,Introduction to coaching strategies; team management; philosophy; ethics; leadership. Methodologies in sport specific training; skill progression; conditioning; athlete motivation; budgeting; fundraising.
49892,LAS,PHED-162,1,2,2,Principles of Athletic Coaching,C,,Y,14:00,14:50,MW,0,,"Burton, Timothy, Lee",DMC151,0,Introduction to coaching strategies; team management; philosophy; ethics; leadership. Methodologies in sport specific training; skill progression; conditioning; athlete motivation; budgeting; fundraising.
49890,LAS,PHED-162,1,2,2,Principles of Athletic Coaching,C,,Y,9:00,9:50,MW,0,,"Burton, Timothy, Lee",THH113,0,Introduction to coaching strategies; team management; philosophy; ethics; leadership. Methodologies in sport specific training; skill progression; conditioning; athlete motivation; budgeting; fundraising.
49930,LAS,PHED-163,1,3,3,Health Coaching,C,,Y,12:00,12:50,MWF,0,,"McGill, Sarah, Ann Hayes",LVL3B,0,"Skills and strategies of coaching principles promoting healthy lifestyle change. Motivational communication techniques; goal setting; designing safe, effective exercise program; health coach certification exam preparation."
49929,LAS,PHED-163,1,3,3,Health Coaching,C,,Y,10:00,10:50,MWF,0,,"McGill, Sarah, Ann Hayes",DMC204,0,"Skills and strategies of coaching principles promoting healthy lifestyle change. Motivational communication techniques; goal setting; designing safe, effective exercise program; health coach certification exam preparation."
49300,LAS,PHIL-100,1,4,4,Central Problems of Philosophy,C,A,Y,14:00,15:20,MW,0,,"Ross, Jacob, Murray",VHE217,0,"Explores questions about human beings and their place in nature, including questions about knowledge, mind and body, freedom and determinism, and the existence of God."
49302,LAS,PHIL-100,1,0,0,Central Problems of Philosophy,D,A,Y,10:00,10:50,T,0,,,,0,"Explores questions about human beings and their place in nature, including questions about knowledge, mind and body, freedom and determinism, and the existence of God."
49301,LAS,PHIL-100,1,0,0,Central Problems of Philosophy,D,A,Y,9:00,9:50,T,0,,,THH112,0,"Explores questions about human beings and their place in nature, including questions about knowledge, mind and body, freedom and determinism, and the existence of God."
49365,LAS,PHIL-101,1,4,4,"Free People, Free Thought and Free Markets",CD,,Y,9:30,10:50,TH,0,,"Soames, Scott",MHP102,0,"The philosophical foundations of modern political and economic thought, including economic rationality, neoclassical economics, free-market vs. socialist economies and behavioral economics."
,,,,,,,,,,,,,,,"Ranciere, Romain",,,
49309,LAS,PHIL-102,1,4,4,Historical Introduction to Philosophy,CD,,Y,11:00,11:50,MWF,0,,"Van Cleve, James, Lewis",DMC200,0,"Introduction to the central philosophical works that have shaped western thought.  Includes ancient, early modern and contemporary writings."
49419,LAS,PHIL-220,1,4,4,Introduction to Logic,C,,Y,12:30,13:50,TH,0,,"Uzquiano, Gabriel",MHP101,0,"Introduction to the aims and basic techniques of formal logic, including propositional and quantificational logic."
49421,LAS,PHIL-220,1,0,0,Introduction to Logic,D,B,Y,10:00,10:50,M,0,,,SOSB47,0,"Introduction to the aims and basic techniques of formal logic, including propositional and quantificational logic."
49422,LAS,PHIL-220,1,0,0,Introduction to Logic,D,B,Y,9:00,9:50,W,0,,,DMC109,0,"Introduction to the aims and basic techniques of formal logic, including propositional and quantificational logic."
49424,LAS,PHIL-220,1,0,0,Introduction to Logic,D,B,Y,10:00,10:50,F,0,,,SOSB41,0,"Introduction to the aims and basic techniques of formal logic, including propositional and quantificational logic."
49420,LAS,PHIL-220,1,0,0,Introduction to Logic,D,B,Y,9:00,9:50,M,0,,,MHP102,0,"Introduction to the aims and basic techniques of formal logic, including propositional and quantificational logic."
49423,LAS,PHIL-220,1,0,0,Introduction to Logic,D,B,Y,10:00,10:50,W,0,,,MHP102,0,"Introduction to the aims and basic techniques of formal logic, including propositional and quantificational logic."
49425,LAS,PHIL-220,1,0,0,Introduction to Logic,D,B,Y,11:00,11:50,F,0,,,MHP102,0,"Introduction to the aims and basic techniques of formal logic, including propositional and quantificational logic."
49428,LAS,PHIL-236,1,4,4,Issues in Space and Time,C,G,Y,12:30,13:50,TH,0,,"Bacon, Andrew, Jonathan",GFS101,0,"What is time?  What is the difference between past, present and future?  Is time-travel possible?  And what paradoxes might it give rise to?"
49431,LAS,PHIL-236,1,0,0,Issues in Space and Time,D,G,Y,10:00,10:50,M,0,,,MHP102,0,"What is time?  What is the difference between past, present and future?  Is time-travel possible?  And what paradoxes might it give rise to?"
49432,LAS,PHIL-236,1,0,0,Issues in Space and Time,D,G,Y,11:00,11:50,M,0,,,MHP102,0,"What is time?  What is the difference between past, present and future?  Is time-travel possible?  And what paradoxes might it give rise to?"
49437,LAS,PHIL-240,1,4,4,"Mind, Self, and Consciousness",C,C,Y,11:00,12:20,TH,0,,"Clarke, Sam",MHP101,0,"Explores philosophical questions about the human mind and consciousness, and how they relate to the brain and to the physical world more generally."
49438,LAS,PHIL-240,1,0,0,"Mind, Self, and Consciousness",D,C,Y,8:00,8:50,W,0,,,MHPB7B,0,"Explores philosophical questions about the human mind and consciousness, and how they relate to the brain and to the physical world more generally."
49441,LAS,PHIL-240,1,0,0,"Mind, Self, and Consciousness",D,C,Y,10:00,10:50,F,0,,,WPH102,0,"Explores philosophical questions about the human mind and consciousness, and how they relate to the brain and to the physical world more generally."
49440,LAS,PHIL-240,1,0,0,"Mind, Self, and Consciousness",D,C,Y,9:00,9:50,F,0,,,MHP102,0,"Explores philosophical questions about the human mind and consciousness, and how they relate to the brain and to the physical world more generally."
49439,LAS,PHIL-240,1,0,0,"Mind, Self, and Consciousness",D,C,Y,9:00,9:50,W,0,,,MHPB7B,0,"Explores philosophical questions about the human mind and consciousness, and how they relate to the brain and to the physical world more generally."
49680,LAS,PHIL-246,1,4,4,Foundations of Cognitive Science,C,D,Y,8:30,9:50,MW,0,,"Wellwood, Alexis",SAL101,0,"Introduction to research in interdisciplinary cognitive science, highlighting ideas and methods from philosophy, psychology, linguistics, neuroscience, and computer science."
,,,,,,,,,,,,,,,"Mintz, Toby",,,
49685,LAS,PHIL-246,1,0,0,Foundations of Cognitive Science,L,D,Y,14:00,14:50,W,0,,,,0,"Introduction to research in interdisciplinary cognitive science, highlighting ideas and methods from philosophy, psychology, linguistics, neuroscience, and computer science."
49684,LAS,PHIL-246,1,0,0,Foundations of Cognitive Science,L,D,Y,13:00,13:50,W,0,,,,0,"Introduction to research in interdisciplinary cognitive science, highlighting ideas and methods from philosophy, psychology, linguistics, neuroscience, and computer science."
49688,LAS,PHIL-246,1,0,0,Foundations of Cognitive Science,L,D,Y,15:00,15:50,W,0,,,,0,"Introduction to research in interdisciplinary cognitive science, highlighting ideas and methods from philosophy, psychology, linguistics, neuroscience, and computer science."
49682,LAS,PHIL-246,1,0,0,Foundations of Cognitive Science,L,D,Y,12:00,12:50,W,0,,,,0,"Introduction to research in interdisciplinary cognitive science, highlighting ideas and methods from philosophy, psychology, linguistics, neuroscience, and computer science."
49686,LAS,PHIL-246,1,0,0,Foundations of Cognitive Science,L,D,Y,14:00,14:50,W,0,,,,0,"Introduction to research in interdisciplinary cognitive science, highlighting ideas and methods from philosophy, psychology, linguistics, neuroscience, and computer science."
49681,LAS,PHIL-246,1,0,0,Foundations of Cognitive Science,L,D,Y,12:00,12:50,W,0,,,,0,"Introduction to research in interdisciplinary cognitive science, highlighting ideas and methods from philosophy, psychology, linguistics, neuroscience, and computer science."
49687,LAS,PHIL-246,1,0,0,Foundations of Cognitive Science,L,D,Y,15:00,15:50,W,0,,,,0,"Introduction to research in interdisciplinary cognitive science, highlighting ideas and methods from philosophy, psychology, linguistics, neuroscience, and computer science."
49683,LAS,PHIL-246,1,0,0,Foundations of Cognitive Science,L,D,Y,13:00,13:50,W,0,,,,0,"Introduction to research in interdisciplinary cognitive science, highlighting ideas and methods from philosophy, psychology, linguistics, neuroscience, and computer science."
49455,LAS,PHIL-256,1,4,4,"Science, Religion, and the Making of the Modern Mind",CD,,Y,9:00,9:50,MWF,0,,"Damnjanovic, Zlatan",DMC200,0,"Exploration of the philosophical and religious implications of major scientific revolutions, such as those of Copernicus, Galileo, and Darwin. (Duplicates credit in former PHIL 220g)"
49474,LAS,PHIL-265,1,4,4,"Ethics, Technology and Value",C,F,Y,15:30,16:50,MW,0,,"Ross, Jacob, Murray",MHP101,0,"Introduces and explores philosophical and ethical questions and theories related to technology, including biomedical technologies, internet applications and artificial intelligence."
,,,,,,,,,,,,,,,"Warford, Elisa",,,
49480,LAS,PHIL-265,1,0,0,"Ethics, Technology and Value",D,F,Y,9:00,9:50,W,0,,,MHP102,0,"Introduces and explores philosophical and ethical questions and theories related to technology, including biomedical technologies, internet applications and artificial intelligence."
49477,LAS,PHIL-265,1,0,0,"Ethics, Technology and Value",D,F,Y,8:00,8:50,W,0,,,MHP102,0,"Introduces and explores philosophical and ethical questions and theories related to technology, including biomedical technologies, internet applications and artificial intelligence."
49479,LAS,PHIL-265,1,0,0,"Ethics, Technology and Value",D,F,N,11:00,11:50,F,0,,,,0,"Introduces and explores philosophical and ethical questions and theories related to technology, including biomedical technologies, internet applications and artificial intelligence."
49478,LAS,PHIL-265,1,0,0,"Ethics, Technology and Value",D,F,Y,10:00,10:50,F,0,,,MHP102,0,"Introduces and explores philosophical and ethical questions and theories related to technology, including biomedical technologies, internet applications and artificial intelligence."
49469,LAS,PHIL-270,1,4,4,Conceptual Foundations of Conflict,C,G,Y,14:00,15:20,MW,0,,"Schroeder, Mark, Andrew",MHP101,0,"Explore the nature of interpersonal conflict: war, polarization, abuse, silencing, public reason, democracy, cancel culture and resistance."
49472,LAS,PHIL-270,1,0,0,Conceptual Foundations of Conflict,D,G,Y,9:00,9:50,H,0,,,MHPB7B,0,"Explore the nature of interpersonal conflict: war, polarization, abuse, silencing, public reason, democracy, cancel culture and resistance."
49473,LAS,PHIL-270,1,0,0,Conceptual Foundations of Conflict,D,G,Y,8:00,8:50,T,0,,,MHPB7B,0,"Explore the nature of interpersonal conflict: war, polarization, abuse, silencing, public reason, democracy, cancel culture and resistance."
49471,LAS,PHIL-270,1,0,0,Conceptual Foundations of Conflict,D,G,Y,8:00,8:50,H,0,,,MHP102,0,"Explore the nature of interpersonal conflict: war, polarization, abuse, silencing, public reason, democracy, cancel culture and resistance."
49470,LAS,PHIL-270,1,0,0,Conceptual Foundations of Conflict,D,G,Y,9:00,9:50,T,0,,,WPH107,0,"Explore the nature of interpersonal conflict: war, polarization, abuse, silencing, public reason, democracy, cancel culture and resistance."
49511,LAS,PHIL-336,1,4,4,Philosophy of Mind and Language,C,,Y,14:00,15:20,TH,0,,"Haas, Brian",MRF229,0,"Explores how language shapes thought, how social norms impact meaning and communication, the nature of speech acts, with applications to hate speech and pornography."
49541,LAS,PHIL-416,1,4,4,The Ancient Stoics,C,,Y,11:00,12:20,TH,0,,"Wedgwood, Ralph, Nicholas",MHP102,0,"A study of Stoicism, the ancient Greek and Roman Stoics' theories about the cosmos, psychology, knowledge, ethics, fate and philosophy as ""medicine for the soul."""
49572,LAS,PHIL-452,1,4,4,Modal Logic,C,,Y,9:30,10:50,TH,0,,"Bacon, Andrew, Jonathan",DMC203,0,Elements of propositional and quantified modal logic and the logic of counterfactual conditionals with an eye to some of their applications in contemporary philosophy.
49594,LAS,PHIL-490,1,1,8,Directed Research,C,,Y,TBA,TBA,,0,,,OFFICE,0,Individual research and readings. Not available for graduate credit.
49595,LAS,PHIL-490,1,1,8,Directed Research,C,,Y,TBA,TBA,,0,,,OFFICE,0,Individual research and readings. Not available for graduate credit.
49593,LAS,PHIL-490,1,1,8,Directed Research,C,,Y,TBA,TBA,,0,,,OFFICE,0,Individual research and readings. Not available for graduate credit.
49596,LAS,PHIL-490,1,1,8,Directed Research,C,,Y,TBA,TBA,,0,,,OFFICE,0,Individual research and readings. Not available for graduate credit.
49598,LAS,PHIL-494,1,4,4,Senior Thesis,C,,Y,TBA,TBA,,0,,,OFFICE,0,"Independent studies for philosophy majors, and guidance in the preparation of the senior thesis for students who wish to graduate with honors in philosophy."
49597,LAS,PHIL-494,1,4,4,Senior Thesis,C,,Y,TBA,TBA,,0,,,OFFICE,0,"Independent studies for philosophy majors, and guidance in the preparation of the senior thesis for students who wish to graduate with honors in philosophy."
49599,LAS,PHIL-494,1,4,4,Senior Thesis,C,,Y,TBA,TBA,,0,,,OFFICE,0,"Independent studies for philosophy majors, and guidance in the preparation of the senior thesis for students who wish to graduate with honors in philosophy."
49600,LAS,PHIL-495,1,4,4,Honors Capstone,C,,Y,14:00,15:20,MW,0,,"Vihvelin, Kadri",DMC252,0,In-depth study synthesizing important recent developments in one or more central areas of philosophy pursued at a beginning graduate level.
49653,LAS,PHIL-595,1,2,2,Advanced Practicum in Disciplinary Instruction,C,,Y,12:00,14:20,F,0,,"Uzquiano, Gabriel",MHP102,0,Designed for advanced teaching assistants in philosophy at USC.
49671,LAS,PHIL-596,1,1,3,Internship for Curricular Practical Training,C,,Y,TBA,TBA,,0,,,OFFICE,0,"Part-time or full-time, practical work experience in the student's field of study. The internship must be located at an off-campus facility. Students are individually supervised by faculty. May not be taken until the student has completed at least two semesters of enrollment in the graduate program."
49672,LAS,PHIL-700,1,2,2,Dissertation Seminar,C,,Y,14:00,16:20,M,0,,"Russell, Jeff",MHP102,0,"A focused environment in which to present and evaluate dissertation work-in-progress. Focus on peer and faculty feedback, developing professional presentation skills, improving critical communication skills. Graded CR/NC. Open only to Philosophy doctoral students."
50310,LAS,PHYS-100,1,4,4,The Physical World,C,A,Y,10:00,11:50,TH,0,,"Kresin, Vitaly, V.",SLH100,0,"The fundamentals of physics are presented, exploring the structure and beauty of physical laws and their manifestations, ranging from events observed in everyday life to subatomic and cosmic phenomena."
50319,LAS,PHYS-100,1,0,0,The Physical World,L,A,Y,14:00,15:50,H,0,,,SGM314,0,"The fundamentals of physics are presented, exploring the structure and beauty of physical laws and their manifestations, ranging from events observed in everyday life to subatomic and cosmic phenomena."
50318,LAS,PHYS-100,1,0,0,The Physical World,L,A,Y,14:00,15:50,W,0,,,SGM314,0,"The fundamentals of physics are presented, exploring the structure and beauty of physical laws and their manifestations, ranging from events observed in everyday life to subatomic and cosmic phenomena."
50312,LAS,PHYS-100,1,0,0,The Physical World,L,A,N,10:00,11:50,T,0,,,SGM314,0,"The fundamentals of physics are presented, exploring the structure and beauty of physical laws and their manifestations, ranging from events observed in everyday life to subatomic and cosmic phenomena."
50316,LAS,PHYS-100,1,0,0,The Physical World,L,A,Y,12:00,13:50,H,0,,,SGM314,0,"The fundamentals of physics are presented, exploring the structure and beauty of physical laws and their manifestations, ranging from events observed in everyday life to subatomic and cosmic phenomena."
50314,LAS,PHYS-100,1,0,0,The Physical World,L,A,N,10:00,11:50,H,0,,,SGM314,0,"The fundamentals of physics are presented, exploring the structure and beauty of physical laws and their manifestations, ranging from events observed in everyday life to subatomic and cosmic phenomena."
50322,LAS,PHYS-100,1,0,0,The Physical World,L,A,N,16:00,17:50,H,0,,,SGM314,0,"The fundamentals of physics are presented, exploring the structure and beauty of physical laws and their manifestations, ranging from events observed in everyday life to subatomic and cosmic phenomena."
50313,LAS,PHYS-100,1,0,0,The Physical World,L,A,N,10:00,11:50,W,0,,,SGM314,0,"The fundamentals of physics are presented, exploring the structure and beauty of physical laws and their manifestations, ranging from events observed in everyday life to subatomic and cosmic phenomena."
50315,LAS,PHYS-100,1,0,0,The Physical World,L,A,Y,12:00,13:50,T,0,,,SGM314,0,"The fundamentals of physics are presented, exploring the structure and beauty of physical laws and their manifestations, ranging from events observed in everyday life to subatomic and cosmic phenomena."
50317,LAS,PHYS-100,1,0,0,The Physical World,L,A,Y,14:00,15:50,T,0,,,SGM314,0,"The fundamentals of physics are presented, exploring the structure and beauty of physical laws and their manifestations, ranging from events observed in everyday life to subatomic and cosmic phenomena."
50321,LAS,PHYS-100,1,0,0,The Physical World,L,A,N,16:00,17:50,W,0,,,SGM314,0,"The fundamentals of physics are presented, exploring the structure and beauty of physical laws and their manifestations, ranging from events observed in everyday life to subatomic and cosmic phenomena."
50323,LAS,PHYS-100,1,0,0,The Physical World,L,A,N,14:00,15:50,F,0,,,SGM314,0,"The fundamentals of physics are presented, exploring the structure and beauty of physical laws and their manifestations, ranging from events observed in everyday life to subatomic and cosmic phenomena."
50479,LAS,PHYS-141,1,1,1,Special Laboratory I,CL,,Y,TBA,TBA,,0,,,,0,Laboratory component for PHYS 151Lg for transfer students with equivalent lecture credit from another institution. For transfer students immediately after matriculation. Graded CR/NC.
50478,LAS,PHYS-142,1,1,1,Special Laboratory II,CL,,Y,TBA,TBA,,0,,,,0,Laboratory component for PHYS 152L for transfer students with equivalent lecture credit from another institution. For transfer students immediately after matriculation. Graded CR/NC.
50477,LAS,PHYS-143,1,1,1,Special Laboratory III,CL,,Y,TBA,TBA,,0,,,OFFICE,0,Laboratory component for PHYS 153L for transfer students with equivalent lecture credit from another institution. For transfer students immediately after matriculation. Graded CR/NC.
50380,LAS,PHYS-151,1,4,4,Fundamentals of Physics I: Mechanics and Thermodynamics,C,,Y,10:00,10:50,MWF,0,,"Macdonald, Scott",SLH200,0,"Gateway to the majors and minors in Physics and Astronomy. Statics and dynamics of particles and rigid bodies, conservation principles, gravitation, simple harmonic oscillators, thermodynamics, heat engines, entropy."
50382,LAS,PHYS-151,1,4,4,Fundamentals of Physics I: Mechanics and Thermodynamics,C,,Y,12:00,12:50,MWF,0,,"Martini, Lara",SLH200,0,"Gateway to the majors and minors in Physics and Astronomy. Statics and dynamics of particles and rigid bodies, conservation principles, gravitation, simple harmonic oscillators, thermodynamics, heat engines, entropy."
50391,LAS,PHYS-151,1,0,0,Fundamentals of Physics I: Mechanics and Thermodynamics,L,,Y,11:00,13:50,W,0,,,KAPB8,0,"Gateway to the majors and minors in Physics and Astronomy. Statics and dynamics of particles and rigid bodies, conservation principles, gravitation, simple harmonic oscillators, thermodynamics, heat engines, entropy."
50388,LAS,PHYS-151,1,0,0,Fundamentals of Physics I: Mechanics and Thermodynamics,L,,Y,8:00,10:50,H,0,,,KAPB8,0,"Gateway to the majors and minors in Physics and Astronomy. Statics and dynamics of particles and rigid bodies, conservation principles, gravitation, simple harmonic oscillators, thermodynamics, heat engines, entropy."
50398,LAS,PHYS-151,1,0,0,Fundamentals of Physics I: Mechanics and Thermodynamics,L,,Y,17:00,19:50,T,0,,,KAPB8,0,"Gateway to the majors and minors in Physics and Astronomy. Statics and dynamics of particles and rigid bodies, conservation principles, gravitation, simple harmonic oscillators, thermodynamics, heat engines, entropy."
50386,LAS,PHYS-151,1,0,0,Fundamentals of Physics I: Mechanics and Thermodynamics,L,,Y,8:00,10:50,T,0,,,KAPB8,0,"Gateway to the majors and minors in Physics and Astronomy. Statics and dynamics of particles and rigid bodies, conservation principles, gravitation, simple harmonic oscillators, thermodynamics, heat engines, entropy."
50399,LAS,PHYS-151,1,0,0,Fundamentals of Physics I: Mechanics and Thermodynamics,L,,Y,17:00,19:50,H,0,,,KAPB8,0,"Gateway to the majors and minors in Physics and Astronomy. Statics and dynamics of particles and rigid bodies, conservation principles, gravitation, simple harmonic oscillators, thermodynamics, heat engines, entropy."
50389,LAS,PHYS-151,1,0,0,Fundamentals of Physics I: Mechanics and Thermodynamics,L,,Y,8:00,10:50,F,0,,,KAPB8,0,"Gateway to the majors and minors in Physics and Astronomy. Statics and dynamics of particles and rigid bodies, conservation principles, gravitation, simple harmonic oscillators, thermodynamics, heat engines, entropy."
50387,LAS,PHYS-151,1,0,0,Fundamentals of Physics I: Mechanics and Thermodynamics,L,,Y,8:00,10:50,W,0,,,KAPB8,0,"Gateway to the majors and minors in Physics and Astronomy. Statics and dynamics of particles and rigid bodies, conservation principles, gravitation, simple harmonic oscillators, thermodynamics, heat engines, entropy."
50392,LAS,PHYS-151,1,0,0,Fundamentals of Physics I: Mechanics and Thermodynamics,L,,Y,11:00,13:50,H,0,,,KAPB8,0,"Gateway to the majors and minors in Physics and Astronomy. Statics and dynamics of particles and rigid bodies, conservation principles, gravitation, simple harmonic oscillators, thermodynamics, heat engines, entropy."
50396,LAS,PHYS-151,1,0,0,Fundamentals of Physics I: Mechanics and Thermodynamics,L,,Y,14:00,16:50,H,0,,,KAPB8,0,"Gateway to the majors and minors in Physics and Astronomy. Statics and dynamics of particles and rigid bodies, conservation principles, gravitation, simple harmonic oscillators, thermodynamics, heat engines, entropy."
50394,LAS,PHYS-151,1,0,0,Fundamentals of Physics I: Mechanics and Thermodynamics,L,,Y,14:00,16:50,T,0,,,KAPB8,0,"Gateway to the majors and minors in Physics and Astronomy. Statics and dynamics of particles and rigid bodies, conservation principles, gravitation, simple harmonic oscillators, thermodynamics, heat engines, entropy."
50397,LAS,PHYS-151,1,0,0,Fundamentals of Physics I: Mechanics and Thermodynamics,L,,Y,14:00,16:50,F,0,,,KAPB8,0,"Gateway to the majors and minors in Physics and Astronomy. Statics and dynamics of particles and rigid bodies, conservation principles, gravitation, simple harmonic oscillators, thermodynamics, heat engines, entropy."
50395,LAS,PHYS-151,1,0,0,Fundamentals of Physics I: Mechanics and Thermodynamics,L,,Y,14:00,16:50,W,0,,,KAPB8,0,"Gateway to the majors and minors in Physics and Astronomy. Statics and dynamics of particles and rigid bodies, conservation principles, gravitation, simple harmonic oscillators, thermodynamics, heat engines, entropy."
50393,LAS,PHYS-151,1,0,0,Fundamentals of Physics I: Mechanics and Thermodynamics,L,,Y,11:00,13:50,F,0,,,KAPB8,0,"Gateway to the majors and minors in Physics and Astronomy. Statics and dynamics of particles and rigid bodies, conservation principles, gravitation, simple harmonic oscillators, thermodynamics, heat engines, entropy."
50390,LAS,PHYS-151,1,0,0,Fundamentals of Physics I: Mechanics and Thermodynamics,L,,Y,11:00,13:50,T,0,,,KAPB8,0,"Gateway to the majors and minors in Physics and Astronomy. Statics and dynamics of particles and rigid bodies, conservation principles, gravitation, simple harmonic oscillators, thermodynamics, heat engines, entropy."
50474,LAS,PHYS-151,1,0,0,Fundamentals of Physics I: Mechanics and Thermodynamics,L,,N,11:00,13:50,M,0,,,KAPB8,0,"Gateway to the majors and minors in Physics and Astronomy. Statics and dynamics of particles and rigid bodies, conservation principles, gravitation, simple harmonic oscillators, thermodynamics, heat engines, entropy."
50472,LAS,PHYS-151,1,0,0,Fundamentals of Physics I: Mechanics and Thermodynamics,L,,N,17:00,19:50,F,0,,,KAPB8,0,"Gateway to the majors and minors in Physics and Astronomy. Statics and dynamics of particles and rigid bodies, conservation principles, gravitation, simple harmonic oscillators, thermodynamics, heat engines, entropy."
50473,LAS,PHYS-151,1,0,0,Fundamentals of Physics I: Mechanics and Thermodynamics,L,,N,14:00,16:50,M,0,,,KAPB8,0,"Gateway to the majors and minors in Physics and Astronomy. Statics and dynamics of particles and rigid bodies, conservation principles, gravitation, simple harmonic oscillators, thermodynamics, heat engines, entropy."
50383,LAS,PHYS-151,1,0,0,Fundamentals of Physics I: Mechanics and Thermodynamics,Q,,Y,17:00,18:20,W,0,,,THH101,0,"Gateway to the majors and minors in Physics and Astronomy. Statics and dynamics of particles and rigid bodies, conservation principles, gravitation, simple harmonic oscillators, thermodynamics, heat engines, entropy."
50402,LAS,PHYS-152,1,4,4,Fundamentals of Physics II: Electricity and Magnetism,C,,Y,14:00,15:20,TH,0,,"Wirthwein, Aaron, James",SLH200,0,"Electrostatics, magnetostatics, electrical circuits, wave motion, sound waves, electromagnetic waves."
50400,LAS,PHYS-152,1,4,4,Fundamentals of Physics II: Electricity and Magnetism,C,,Y,15:30,16:50,MW,0,,"Wirthwein, Aaron, James",SLH200,0,"Electrostatics, magnetostatics, electrical circuits, wave motion, sound waves, electromagnetic waves."
50406,LAS,PHYS-152,1,0,0,Fundamentals of Physics II: Electricity and Magnetism,L,,Y,8:00,10:50,T,0,,,KAPB25,0,"Electrostatics, magnetostatics, electrical circuits, wave motion, sound waves, electromagnetic waves."
50408,LAS,PHYS-152,1,0,0,Fundamentals of Physics II: Electricity and Magnetism,L,,Y,8:00,10:50,H,0,,,KAPB25,0,"Electrostatics, magnetostatics, electrical circuits, wave motion, sound waves, electromagnetic waves."
