"section","courseID","school","session","course_title","instructor","course_description","section_name","department","origin","total_enrolled","N.Sections","semester","course_desc","year","all_semesters","course_level","clean_course_desc"
30003,"CSCI-353","Andrew and Erna Viterbi School of Engineering",1,"Introduction to Internetworking","Cheng, William","Global Internet: design principles, layering, protocol design/analysis.Networked applications, Internet structure/architecture,Protocols for transport/congestion control, network layer/routing,link layer/MAC. Network security. Prerequisites: CSCI 201. Recommended preparation: Familiarity with C and C++.Duplicates credit in EE 450.","","CSCI",20251,0,4,"SP25","Introduction to Internetworking -  - Global Internet: design principles, layering, protocol design/analysis.Networked applications, Internet structure/architecture,Protocols for transport/congestion control, network layer/routing,link layer/MAC. Network security. Prerequisites: CSCI 201. Recommended preparation: Familiarity with C and C++.Duplicates credit in EE 450.","AY25","SP25","undergrad upper division","introduction to internetworking      global internet  design principles  layering  protocol design analysis networked applications  internet structure architecture protocols for transport congestion control  network layer routing link layer mac  network security  prerequisites  csci 201  recommended preparation  familiarity with c and c   duplicates credit in ee 450 "
30005,"CSCI-544","Andrew and Erna Viterbi School of Engineering",48,"Applied Natural Language Processing","","Introduction to key components of human language technologies, including: information extraction, sentiment analysis, question answering, machine translation.","","CSCI",20251,0,5,"SP25","Applied Natural Language Processing -  - Introduction to key components of human language technologies, including: information extraction, sentiment analysis, question answering, machine translation.","AY25","SP25","graduate","applied natural language processing      introduction to key components of human language technologies  including  information extraction  sentiment analysis  question answering  machine translation "
30007,"CSCI-644","Andrew and Erna Viterbi School of Engineering",48,"Natural Language Dialogue Systems","Traum, David","Computational models of natural language dialogue; conversational interfaces to artificial systems; dialogue system architectures and applications; Reinforcement learning of dialogue policies.","","CSCI",20251,0,1,"SP25","Natural Language Dialogue Systems -  - Computational models of natural language dialogue; conversational interfaces to artificial systems; dialogue system architectures and applications; Reinforcement learning of dialogue policies.","AY25","SP25","graduate","natural language dialogue systems      computational models of natural language dialogue  conversational interfaces to artificial systems  dialogue system architectures and applications  reinforcement learning of dialogue policies "
30011,"CSCI-524","Andrew and Erna Viterbi School of Engineering",48,"Networked Artificial Intelligence","","Networked game communication architectures, protocol development, architecting networked game AI clients/services. Character following, knowledge representation and reasoning, dynamic play strategies, search, learning, and planning. Recommended preparation: CSCI 420 or CSCI 580 or an equivalent cour se in graphics.","","CSCI",20251,0,2,"SP25","Networked Artificial Intelligence -  - Networked game communication architectures, protocol development, architecting networked game AI clients/services. Character following, knowledge representation and reasoning, dynamic play strategies, search, learning, and planning. Recommended preparation: CSCI 420 or CSCI 580 or an equivalent cour se in graphics.","AY25","SP25","graduate","networked artificial intelligence      networked game communication architectures  protocol development  architecting networked game ai clients services  character following  knowledge representation and reasoning  dynamic play strategies  search  learning  and planning  recommended preparation  csci 420 or csci 580 or an equivalent cour se in graphics "
30012,"CSCI-526","Andrew and Erna Viterbi School of Engineering",48,"Advanced Mobile Devices and Game Consoles","Easley, Scott, John","Explore the complex engineering process required to design and build a real-time graphics engine to support physical realism on mobile devices. Recommended preparation: CSCI 420 or CSCI 580 or an equivalent course in graphics.","","CSCI",20251,0,2,"SP25","Advanced Mobile Devices and Game Consoles -  - Explore the complex engineering process required to design and build a real-time graphics engine to support physical realism on mobile devices. Recommended preparation: CSCI 420 or CSCI 580 or an equivalent course in graphics.","AY25","SP25","graduate","advanced mobile devices and game consoles      explore the complex engineering process required to design and build a real time graphics engine to support physical realism on mobile devices  recommended preparation  csci 420 or csci 580 or an equivalent course in graphics "
30014,"CSCI-426","Andrew and Erna Viterbi School of Engineering",1,"Game Prototyping","","Developing games or technology based on current and relevant special topics.","","CSCI",20251,0,2,"SP25","Game Prototyping -  - Developing games or technology based on current and relevant special topics.","AY25","SP25","undergrad upper division","game prototyping      developing games or technology based on current and relevant special topics "
30016,"CSCI-571","Andrew and Erna Viterbi School of Engineering",34,"Web Technologies","Papa, Marco","Advanced study of programming languages with application to the Web. Languages for client-side and server-side processing. Examples taken from: HTML, Java, JavaScript, Python, JSON, NodeJS and others.","","CSCI",20251,0,7,"SP25","Web Technologies -  - Advanced study of programming languages with application to the Web. Languages for client-side and server-side processing. Examples taken from: HTML, Java, JavaScript, Python, JSON, NodeJS and others.","AY25","SP25","graduate","web technologies      advanced study of programming languages with application to the web  languages for client side and server side processing  examples taken from  html  java  javascript  python  json  nodejs and others "
30018,"CSCI-532","Andrew and Erna Viterbi School of Engineering",48,"Innovation for Defense Applications","Neuman, Clifford","Development of problem statements and innovative software prototypes for defense, intelligence and homeland security applications; team projects; hands-on experience.","","CSCI",20251,0,1,"SP25","Innovation for Defense Applications -  - Development of problem statements and innovative software prototypes for defense, intelligence and homeland security applications; team projects; hands-on experience.","AY25","SP25","graduate","innovation for defense applications      development of problem statements and innovative software prototypes for defense  intelligence and homeland security applications  team projects  hands on experience "
30022,"CSCI-663","Andrew and Erna Viterbi School of Engineering",48,"Artificial Intelligence for Social Good","","Deployment of artificial intelligence tools in various social good contexts such as health, environmental sustainability, public safety and public welfare.","","CSCI",20251,0,1,"SP25","Artificial Intelligence for Social Good -  - Deployment of artificial intelligence tools in various social good contexts such as health, environmental sustainability, public safety and public welfare.","AY25","SP25","graduate","artificial intelligence for social good      deployment of artificial intelligence tools in various social good contexts such as health  environmental sustainability  public safety and public welfare "
30031,"CSCI-531","Andrew and Erna Viterbi School of Engineering",48,"Applied Cryptography","","Intensive overview of cryptography for practitioners, historical perspective on early systems, number theoretic foundations of modern day cryptosystems and basic cryptanalysis.","","CSCI",20251,0,4,"SP25","Applied Cryptography -  - Intensive overview of cryptography for practitioners, historical perspective on early systems, number theoretic foundations of modern day cryptosystems and basic cryptanalysis.","AY25","SP25","graduate","applied cryptography      intensive overview of cryptography for practitioners  historical perspective on early systems  number theoretic foundations of modern day cryptosystems and basic cryptanalysis "
30048,"CSCI-673","Andrew and Erna Viterbi School of Engineering",48,"Structure and Dynamics of Networked Information","Kempe, David, Matthias","Algorithms for analyzing network data and spreading information over networks. Focuses on broadly applicable mathematical tools and techniques, including spectral techniques, approximation algorithms and randomization.","","CSCI",20251,0,1,"SP25","Structure and Dynamics of Networked Information -  - Algorithms for analyzing network data and spreading information over networks. Focuses on broadly applicable mathematical tools and techniques, including spectral techniques, approximation algorithms and randomization.","AY25","SP25","graduate","structure and dynamics of networked information      algorithms for analyzing network data and spreading information over networks  focuses on broadly applicable mathematical tools and techniques  including spectral techniques  approximation algorithms and randomization "
30052,"CSCI-356","Andrew and Erna Viterbi School of Engineering",1,"Introduction to Computer Systems","","Computer organization; entity abstraction and representation; program execution; code optimization; memory usage; exception handling; processing control; computer performance; hands-on work done in C and assembly.","","CSCI",20251,0,9,"SP25","Introduction to Computer Systems -  - Computer organization; entity abstraction and representation; program execution; code optimization; memory usage; exception handling; processing control; computer performance; hands-on work done in C and assembly.","AY25","SP25","undergrad upper division","introduction to computer systems      computer organization  entity abstraction and representation  program execution  code optimization  memory usage  exception handling  processing control  computer performance  hands on work done in c and assembly "
30053,"CSCI-551","Andrew and Erna Viterbi School of Engineering",48,"Computer Networking","","Protocol design for computer communication networks, network routing, transport protocols, internetworking.","","CSCI",20251,0,3,"SP25","Computer Networking -  - Protocol design for computer communication networks, network routing, transport protocols, internetworking.","AY25","SP25","graduate","computer networking      protocol design for computer communication networks  network routing  transport protocols  internetworking "
30056,"CSCI-621","Andrew and Erna Viterbi School of Engineering",48,"Digital Geometry Processing","","Digital geometry processing (subfield of computer graphics), that covers the full pipeline from 3D scanning, processing, to 3D printing. Recommended preparation: Solid background in linear algebra, numerical optimization, and C/C++ programming. CSCI 420 Computer Graphics is recommended. Open only to Computer Science doctoral students.","","CSCI",20251,0,1,"SP25","Digital Geometry Processing -  - Digital geometry processing (subfield of computer graphics), that covers the full pipeline from 3D scanning, processing, to 3D printing. Recommended preparation: Solid background in linear algebra, numerical optimization, and C/C++ programming. CSCI 420 Computer Graphics is recommended. Open only to Computer Science doctoral students.","AY25","SP25","graduate","digital geometry processing      digital geometry processing  subfield of computer graphics   that covers the full pipeline from 3d scanning  processing  to 3d printing  recommended preparation  solid background in linear algebra  numerical optimization  and c c   programming  csci 420 computer graphics is recommended  open only to computer science doctoral students "
30060,"CSCI-535","Andrew and Erna Viterbi School of Engineering",48,"Multimodal Probabilistic Learning of Human Communication","","Principles and techniques to understand, build, and utilize multimodal machine learning algorithms through automatically understanding, recognizing, and analyzing phenomena of human communication. Recommended preparation: CSCI 542 or CSCI 567 or CSCI 573 or equivalent.","","CSCI",20251,0,1,"SP25","Multimodal Probabilistic Learning of Human Communication -  - Principles and techniques to understand, build, and utilize multimodal machine learning algorithms through automatically understanding, recognizing, and analyzing phenomena of human communication. Recommended preparation: CSCI 542 or CSCI 567 or CSCI 573 or equivalent.","AY25","SP25","graduate","multimodal probabilistic learning of human communication      principles and techniques to understand  build  and utilize multimodal machine learning algorithms through automatically understanding  recognizing  and analyzing phenomena of human communication  recommended preparation  csci 542 or csci 567 or csci 573 or equivalent "
30064,"CSCI-545","Andrew and Erna Viterbi School of Engineering",48,"Robotics","","Fundamental skills for modeling and controlling of dynamic systems for robotic applications and graphics animations; control theory; kinematics; dynamics; sensor processing; real-time operating systems; robot labs. Recommended preparation: Basic knowledge in linear algebra (matrices and vectors), ca lculus, programming in C/C++ or any another language or permission of the instructor.","","CSCI",20251,0,3,"SP25","Robotics -  - Fundamental skills for modeling and controlling of dynamic systems for robotic applications and graphics animations; control theory; kinematics; dynamics; sensor processing; real-time operating systems; robot labs. Recommended preparation: Basic knowledge in linear algebra (matrices and vectors), ca lculus, programming in C/C++ or any another language or permission of the instructor.","AY25","SP25","graduate","robotics      fundamental skills for modeling and controlling of dynamic systems for robotic applications and graphics animations  control theory  kinematics  dynamics  sensor processing  real time operating systems  robot labs  recommended preparation  basic knowledge in linear algebra  matrices and vectors   ca lculus  programming in c c   or any another language or permission of the instructor "
30065,"CSCI-585","Andrew and Erna Viterbi School of Engineering",48,"Database Systems","","Database system architecture; conceptual database models; semantic, object-oriented, logic-based, and relational databases; user and program interfaces; database system implementation; integrity, security, concurrency and recovery. Recommended Preparation: Knowledge of relational databases, SQL, rel ational algebra and physical database design is required. Open only to graduate students.","","CSCI",20251,0,36,"SP25","Database Systems -  - Database system architecture; conceptual database models; semantic, object-oriented, logic-based, and relational databases; user and program interfaces; database system implementation; integrity, security, concurrency and recovery. Recommended Preparation: Knowledge of relational databases, SQL, rel ational algebra and physical database design is required. Open only to graduate students.","AY25","SP25","graduate","database systems      database system architecture  conceptual database models  semantic  object oriented  logic based  and relational databases  user and program interfaces  database system implementation  integrity  security  concurrency and recovery  recommended preparation  knowledge of relational databases  sql  rel ational algebra and physical database design is required  open only to graduate students "
30076,"CSCI-591","Andrew and Erna Viterbi School of Engineering",48,"Computer Science Research Colloquium","","Exploration and critical assessment of research activities in computer science. Course will serve as a forum for current research presentations from academia and industry. Graded CR/NC.","","CSCI",20251,0,4,"SP25","Computer Science Research Colloquium -  - Exploration and critical assessment of research activities in computer science. Course will serve as a forum for current research presentations from academia and industry. Graded CR/NC.","AY25","SP25","graduate","computer science research colloquium      exploration and critical assessment of research activities in computer science  course will serve as a forum for current research presentations from academia and industry  graded cr nc "
30082,"CSCI-576","Andrew and Erna Viterbi School of Engineering",34,"Multimedia Systems Design","Havaldar, Parag","End-to-end multimedia systems -  content creation, compression, distribution using modern standards, DRM solutions,  Digital-Cinema pipeline, multimedia classification, virtual-augmented reality, natural-language multimedia queries, multimodal media analysis, stereoscopic-holographic  technologies.","","CSCI",20251,0,2,"SP25","Multimedia Systems Design -  - End-to-end multimedia systems -  content creation, compression, distribution using modern standards, DRM solutions,  Digital-Cinema pipeline, multimedia classification, virtual-augmented reality, natural-language multimedia queries, multimodal media analysis, stereoscopic-holographic  technologies.","AY25","SP25","graduate","multimedia systems design      end to end multimedia systems    content creation  compression  distribution using modern standards  drm solutions   digital cinema pipeline  multimedia classification  virtual augmented reality  natural language multimedia queries  multimodal media analysis  stereoscopic holographic  technologies "
30086,"CSCI-520","Andrew and Erna Viterbi School of Engineering",48,"Computer Animation and Simulation","","Fundamental techniques of computer animation and simulation, knowledge and/or experience in the design, scripting, production and post-production stages of computer animation. Prerequisite: CSCI-420 or CSCI-580. Recommendedpreparation: Familiarity with calculus, linear algebra, and numerical computa tion; C/C++ programming skills.","","CSCI",20251,0,2,"SP25","Computer Animation and Simulation -  - Fundamental techniques of computer animation and simulation, knowledge and/or experience in the design, scripting, production and post-production stages of computer animation. Prerequisite: CSCI-420 or CSCI-580. Recommendedpreparation: Familiarity with calculus, linear algebra, and numerical computa tion; C/C++ programming skills.","AY25","SP25","graduate","computer animation and simulation      fundamental techniques of computer animation and simulation  knowledge and or experience in the design  scripting  production and post production stages of computer animation  prerequisite  csci 420 or csci 580  recommendedpreparation  familiarity with calculus  linear algebra  and numerical computa tion  c c   programming skills "
30093,"CSCI-625","Andrew and Erna Viterbi School of Engineering",48,"Program Synthesis and Computer-Aided Verification","Raghothaman, Mukund","Introduction to the principles and practices of software verification and program synthesis.","","CSCI",20251,0,1,"SP25","Program Synthesis and Computer-Aided Verification -  - Introduction to the principles and practices of software verification and program synthesis.","AY25","SP25","graduate","program synthesis and computer aided verification      introduction to the principles and practices of software verification and program synthesis "
30102,"CSCI-423","Andrew and Erna Viterbi School of Engineering",1,"Native Console Multiplayer Game Development","","Implementation of AAA style multiplayer game running on consoles and DX11. Console development in native C++, console SDKs, engine components, gameplay, networking, data prediction/replication. Prerequisite: CSCI 522 or ITP 380. Recommended Preparation: ITP 485.","","CSCI",20251,0,1,"SP25","Native Console Multiplayer Game Development -  - Implementation of AAA style multiplayer game running on consoles and DX11. Console development in native C++, console SDKs, engine components, gameplay, networking, data prediction/replication. Prerequisite: CSCI 522 or ITP 380. Recommended Preparation: ITP 485.","AY25","SP25","undergrad upper division","native console multiplayer game development      implementation of aaa style multiplayer game running on consoles and dx11  console development in native c    console sdks  engine components  gameplay  networking  data prediction replication  prerequisite  csci 522 or itp 380  recommended preparation  itp 485 "
30104,"CSCI-586","Andrew and Erna Viterbi School of Engineering",48,"Database Systems Interoperability","","Federated and multi-database systems, database networking, conceptual and schematic diversity, information sharing and exchange, knowledge discovery, performance issues.","","CSCI",20251,0,1,"SP25","Database Systems Interoperability -  - Federated and multi-database systems, database networking, conceptual and schematic diversity, information sharing and exchange, knowledge discovery, performance issues.","AY25","SP25","graduate","database systems interoperability      federated and multi database systems  database networking  conceptual and schematic diversity  information sharing and exchange  knowledge discovery  performance issues "
30114,"CSCI-565","Andrew and Erna Viterbi School of Engineering",48,"Compiler Design","","Formal grammars; parsing methods and lexical analysis; code generation; local and global code optimization; and dynamic allocation.","","CSCI",20251,0,1,"SP25","Compiler Design -  - Formal grammars; parsing methods and lexical analysis; code generation; local and global code optimization; and dynamic allocation.","AY25","SP25","graduate","compiler design      formal grammars  parsing methods and lexical analysis  code generation  local and global code optimization  and dynamic allocation "
30119,"CSCI-573","Andrew and Erna Viterbi School of Engineering",34,"Probabilistic Reasoning","","Reasoning under uncertainty, statistical directed and undirected graphical models, temporal modeling, inference in graphical models, parameter learning, decisions under uncertainty. Recommended preparation: An undergraduate level course in probability theory.","","CSCI",20251,0,2,"SP25","Probabilistic Reasoning -  - Reasoning under uncertainty, statistical directed and undirected graphical models, temporal modeling, inference in graphical models, parameter learning, decisions under uncertainty. Recommended preparation: An undergraduate level course in probability theory.","AY25","SP25","graduate","probabilistic reasoning      reasoning under uncertainty  statistical directed and undirected graphical models  temporal modeling  inference in graphical models  parameter learning  decisions under uncertainty  recommended preparation  an undergraduate level course in probability theory "
30123,"CSCI-430","Andrew and Erna Viterbi School of Engineering",1,"Introduction to Computer and Network Security","Mirkovic, Jelena","A broad overview of security threats and defenses, security systems and functionalities, as well as current security practices. Includes homeworks and in-class exercises to provide practical experience working with such systems. Prerequisite: CSCI 201.","","CSCI",20251,0,2,"SP25","Introduction to Computer and Network Security -  - A broad overview of security threats and defenses, security systems and functionalities, as well as current security practices. Includes homeworks and in-class exercises to provide practical experience working with such systems. Prerequisite: CSCI 201.","AY25","SP25","undergrad upper division","introduction to computer and network security      a broad overview of security threats and defenses  security systems and functionalities  as well as current security practices  includes homeworks and in class exercises to provide practical experience working with such systems  prerequisite  csci 201 "
30124,"CSCI-485","Andrew and Erna Viterbi School of Engineering",1,"File and Database Management","","File input/output techniques, basic methods for file organization, file managers, principles of databases, conceptual data models, and query languages. Prerequisite: CSCI 201.","","CSCI",20251,0,1,"SP25","File and Database Management -  - File input/output techniques, basic methods for file organization, file managers, principles of databases, conceptual data models, and query languages. Prerequisite: CSCI 201.","AY25","SP25","undergrad upper division","file and database management      file input output techniques  basic methods for file organization  file managers  principles of databases  conceptual data models  and query languages  prerequisite  csci 201 "
30127,"CSCI-651","Andrew and Erna Viterbi School of Engineering",48,"Advanced Computer Networking","","Computer communication protocols and systems, including classic and contemporary literature. The emphasis is on conceptual issues in the design and implementation of computer internetworks.","","CSCI",20251,0,1,"SP25","Advanced Computer Networking -  - Computer communication protocols and systems, including classic and contemporary literature. The emphasis is on conceptual issues in the design and implementation of computer internetworks.","AY25","SP25","graduate","advanced computer networking      computer communication protocols and systems  including classic and contemporary literature  the emphasis is on conceptual issues in the design and implementation of computer internetworks "
30129,"CSCI-577B","Andrew and Erna Viterbi School of Engineering",34,"Software Engineering","","b: Software development, test, implemetation, and maintenance methods. CASE tools and software envirnments. Software product engineering, configuration management, quaility engineering, documentation. Application via projects.","","CSCI",20251,0,2,"SP25","Software Engineering -  - b: Software development, test, implemetation, and maintenance methods. CASE tools and software envirnments. Software product engineering, configuration management, quaility engineering, documentation. Application via projects.","AY25","SP25","graduate","software engineering      b  software development  test  implemetation  and maintenance methods  case tools and software envirnments  software product engineering  configuration management  quaility engineering  documentation  application via projects "
30133,"CSCI-675","Andrew and Erna Viterbi School of Engineering",48,"Convex and Combinatorial Optimization","","Topics include: Convex sets and functions; convex optimization problems; geometric and Lagrangian duality; simplex algorithm; ellipsoid algorithm and its implications; matroid theory; submodular optimization.","","CSCI",20251,0,1,"SP25","Convex and Combinatorial Optimization -  - Topics include: Convex sets and functions; convex optimization problems; geometric and Lagrangian duality; simplex algorithm; ellipsoid algorithm and its implications; matroid theory; submodular optimization.","AY25","SP25","graduate","convex and combinatorial optimization      topics include  convex sets and functions  convex optimization problems  geometric and lagrangian duality  simplex algorithm  ellipsoid algorithm and its implications  matroid theory  submodular optimization "
30135,"CSCI-550","Andrew and Erna Viterbi School of Engineering",48,"Advanced Data Stores","Sabek, Ibrahim","Selected topics on highly available, elastic data stores. Topics include non-relational data models, simple interfaces and query languages, weak consistency and benchmarking techniques.","","CSCI",20251,0,1,"SP25","Advanced Data Stores -  - Selected topics on highly available, elastic data stores. Topics include non-relational data models, simple interfaces and query languages, weak consistency and benchmarking techniques.","AY25","SP25","graduate","advanced data stores      selected topics on highly available  elastic data stores  topics include non relational data models  simple interfaces and query languages  weak consistency and benchmarking techniques "
30136,"CSCI-578","Andrew and Erna Viterbi School of Engineering",34,"Software Architectures","","Study of concepts, principles and scope of software system architectures, including architectural styles, languages, connectors, middleware, dynamism, analysis, testing and domain-specific approaches.","","CSCI",20251,0,2,"SP25","Software Architectures -  - Study of concepts, principles and scope of software system architectures, including architectural styles, languages, connectors, middleware, dynamism, analysis, testing and domain-specific approaches.","AY25","SP25","graduate","software architectures      study of concepts  principles and scope of software system architectures  including architectural styles  languages  connectors  middleware  dynamism  analysis  testing and domain specific approaches "
30151,"CSCI-572","Andrew and Erna Viterbi School of Engineering",48,"Information Retrieval and Web Search Engines","Raghavachary, Sathyanaraya","Examines key aspects of information retrieval as they apply to search engines; web crawling, indexing, querying and quality of results are studied.","","CSCI",20251,0,6,"SP25","Information Retrieval and Web Search Engines -  - Examines key aspects of information retrieval as they apply to search engines; web crawling, indexing, querying and quality of results are studied.","AY25","SP25","graduate","information retrieval and web search engines      examines key aspects of information retrieval as they apply to search engines  web crawling  indexing  querying and quality of results are studied "
30154,"CSCI-598","Andrew and Erna Viterbi School of Engineering",48,"Professional Writing and Communication for Computer Scientists","","Instruction in discipline-specific workplace writing and communication skills for computer science graduate students. Open only to graduate students in Computer Science. Graded CR/NC.","","CSCI",20251,0,2,"SP25","Professional Writing and Communication for Computer Scientists -  - Instruction in discipline-specific workplace writing and communication skills for computer science graduate students. Open only to graduate students in Computer Science. Graded CR/NC.","AY25","SP25","graduate","professional writing and communication for computer scientists      instruction in discipline specific workplace writing and communication skills for computer science graduate students  open only to graduate students in computer science  graded cr nc "
30161,"CSCI-610","Andrew and Erna Viterbi School of Engineering",48,"Advanced Program Analysis and Verification","","Advanced techniques for analyzing and verifying software systems; topics include program analysis, automated verification and software testing.","","CSCI",20251,0,1,"SP25","Advanced Program Analysis and Verification -  - Advanced techniques for analyzing and verifying software systems; topics include program analysis, automated verification and software testing.","AY25","SP25","graduate","advanced program analysis and verification      advanced techniques for analyzing and verifying software systems  topics include program analysis  automated verification and software testing "
30176,"CSCI-697","Andrew and Erna Viterbi School of Engineering",48,"Seminar in Computer Science Research","Ferrara, Emilio","Introduction of Ph.D. students to the broad range of computer science research. Two semesters registration required. Open to Computer Science doctoral students only. Graded CR/NC. Duplicates credit in former CSCI 597.","","CSCI",20251,0,1,"SP25","Seminar in Computer Science Research -  - Introduction of Ph.D. students to the broad range of computer science research. Two semesters registration required. Open to Computer Science doctoral students only. Graded CR/NC. Duplicates credit in former CSCI 597.","AY25","SP25","graduate","seminar in computer science research      introduction of ph d  students to the broad range of computer science research  two semesters registration required  open to computer science doctoral students only  graded cr nc  duplicates credit in former csci 597 "
30203,"CSCI-641","Andrew and Erna Viterbi School of Engineering",48,"Computational Human-Robot Interaction","","The description, comparison and evaluation of algorithms for deployed robotic systems that must deal with uncertainty due to interactions with humans.","","CSCI",20251,0,1,"SP25","Computational Human-Robot Interaction -  - The description, comparison and evaluation of algorithms for deployed robotic systems that must deal with uncertainty due to interactions with humans.","AY25","SP25","graduate","computational human robot interaction      the description  comparison and evaluation of algorithms for deployed robotic systems that must deal with uncertainty due to interactions with humans "
30209,"CSCI-698","Andrew and Erna Viterbi School of Engineering",48,"Practicum in Teaching Computer Science","Goodney, Andrew, Paul","Practical principles for the long-term development of effective teaching in Computer Science. Intended for teaching assistants for classes offered by the Computer Science department. Graded CR/NC. Open only to Computer Science doctoral students.","","CSCI",20251,0,1,"SP25","Practicum in Teaching Computer Science -  - Practical principles for the long-term development of effective teaching in Computer Science. Intended for teaching assistants for classes offered by the Computer Science department. Graded CR/NC. Open only to Computer Science doctoral students.","AY25","SP25","graduate","practicum in teaching computer science      practical principles for the long term development of effective teaching in computer science  intended for teaching assistants for classes offered by the computer science department  graded cr nc  open only to computer science doctoral students "
30219,"CSCI-491B","Andrew and Erna Viterbi School of Engineering",1,"Final Game Project","Easley, Scott, John","b: Design, iterative stage 2 prototyping and development of a refined game.","","CSCI",20251,0,1,"SP25","Final Game Project -  - b: Design, iterative stage 2 prototyping and development of a refined game.","AY25","SP25","undergrad upper division","final game project      b  design  iterative stage 2 prototyping and development of a refined game "
30220,"CSCI-529B","Andrew and Erna Viterbi School of Engineering",48,"Advanced Game Projects","","Provides students in various areas of game specialization the practice of design, iterative stage 2 prototyping and development of a refined game.","","CSCI",20251,0,1,"SP25","Advanced Game Projects -  - Provides students in various areas of game specialization the practice of design, iterative stage 2 prototyping and development of a refined game.","AY25","SP25","graduate","advanced game projects      provides students in various areas of game specialization the practice of design  iterative stage 2 prototyping and development of a refined game "
30232,"CSCI-548","Andrew and Erna Viterbi School of Engineering",48,"Information Integration on the Web","","Foundations, techniques, and algorithms for information integration. Topics include Semantic Web, linked data, data integration, entity linkage, source modeling, and information extraction. Prerequisite: CSCI 561. Recommended preparation: CSCI 585 and some programming experience.","","CSCI",20251,0,3,"SP25","Information Integration on the Web -  - Foundations, techniques, and algorithms for information integration. Topics include Semantic Web, linked data, data integration, entity linkage, source modeling, and information extraction. Prerequisite: CSCI 561. Recommended preparation: CSCI 585 and some programming experience.","AY25","SP25","graduate","information integration on the web      foundations  techniques  and algorithms for information integration  topics include semantic web  linked data  data integration  entity linkage  source modeling  and information extraction  prerequisite  csci 561  recommended preparation  csci 585 and some programming experience "
30233,"CSCI-655","Andrew and Erna Viterbi School of Engineering",48,"Advanced Topics in Operating Systems","Madhyastha, Harsha, V.","Advanced OS architectures; methods in design and evaluation of process management and concurrency; reliable distributed file systems; memory management, for cloud and virtualized environments.","","CSCI",20251,0,1,"SP25","Advanced Topics in Operating Systems -  - Advanced OS architectures; methods in design and evaluation of process management and concurrency; reliable distributed file systems; memory management, for cloud and virtualized environments.","AY25","SP25","graduate","advanced topics in operating systems      advanced os architectures  methods in design and evaluation of process management and concurrency  reliable distributed file systems  memory management  for cloud and virtualized environments "
30277,"CSCI-649","Andrew and Erna Viterbi School of Engineering",48,"Haptic Interfaces and Virtual Environments","Culbertson, Heather","Introduction to haptics; human haptic sensing and perception, haptic interface design, virtual environment rendering, teleoperation, human subject studies; includes hardware programming and a research-oriented project.","","CSCI",20251,0,1,"SP25","Haptic Interfaces and Virtual Environments -  - Introduction to haptics; human haptic sensing and perception, haptic interface design, virtual environment rendering, teleoperation, human subject studies; includes hardware programming and a research-oriented project.","AY25","SP25","graduate","haptic interfaces and virtual environments      introduction to haptics  human haptic sensing and perception  haptic interface design  virtual environment rendering  teleoperation  human subject studies  includes hardware programming and a research oriented project "
30278,"CSCI-575","Andrew and Erna Viterbi School of Engineering",48,"Quantum Computing and Quantum Cryptography","","Introduction to quantum computing and quantum cryptography; quantum Fourier sampling with applications to factoring, quantum search, quantum key distribution.","","CSCI",20251,0,1,"SP25","Quantum Computing and Quantum Cryptography -  - Introduction to quantum computing and quantum cryptography; quantum Fourier sampling with applications to factoring, quantum search, quantum key distribution.","AY25","SP25","graduate","quantum computing and quantum cryptography      introduction to quantum computing and quantum cryptography  quantum fourier sampling with applications to factoring  quantum search  quantum key distribution "
30281,"CSCI-538","Andrew and Erna Viterbi School of Engineering",48,"Augmented, Virtual and Mixed Reality","","Technical design and implementation of immersive environments; visual simulations, interactive 3D graphics and games.","","CSCI",20251,0,2,"SP25","Augmented, Virtual and Mixed Reality -  - Technical design and implementation of immersive environments; visual simulations, interactive 3D graphics and games.","AY25","SP25","graduate","augmented  virtual and mixed reality      technical design and implementation of immersive environments  visual simulations  interactive 3d graphics and games "
30292,"CSCI-648","Andrew and Erna Viterbi School of Engineering",48,"Advanced Information Integration","","Focus on foundations and techniques for information integration. Topics include Semantic Web, linked data, data integration, entity linkage, source modeling, and information extraction. Prerequisite: CSCI 561. Recommended preparation: CSCI 585 and programming experience. Open only to Computer Scienc e doctoral students.","","CSCI",20251,0,1,"SP25","Advanced Information Integration -  - Focus on foundations and techniques for information integration. Topics include Semantic Web, linked data, data integration, entity linkage, source modeling, and information extraction. Prerequisite: CSCI 561. Recommended preparation: CSCI 585 and programming experience. Open only to Computer Scienc e doctoral students.","AY25","SP25","graduate","advanced information integration      focus on foundations and techniques for information integration  topics include semantic web  linked data  data integration  entity linkage  source modeling  and information extraction  prerequisite  csci 561  recommended preparation  csci 585 and programming experience  open only to computer scienc e doctoral students "
