"document","courseID","semester","year","keyword","goal","color","freq"
"480","FBE-391","SP25","AY25","finance",8,"#A21942",2
"480","FBE-391","SP25","AY25","investment",1,"#E5243B",2
"481","FBE-400","SP25","AY25","finance",8,"#A21942",1
"481","FBE-400","SP25","AY25","financial",8,"#A21942",1
"481","FBE-400","SP25","AY25","financing",8,"#A21942",1
"481","FBE-400","SP25","AY25","real estate",11,"#FD9D24",2
"482","FBE-403","SP25","AY25","ethics",10,"#DD1367",1
"482","FBE-403","SP25","AY25","constitutional",16,"#00689D",1
"482","FBE-403","SP25","AY25","crimes",16,"#00689D",1
"482","FBE-403","SP25","AY25","law",16,"#00689D",3
"482","FBE-403","SP25","AY25","legal",16,"#00689D",2
"483","FBE-421","SP25","AY25","valuation",8,"#A21942",1
"483","FBE-421","SP25","AY25","financial",8,"#A21942",2
"483","FBE-421","SP25","AY25","companies",8,"#A21942",1
"484","FBE-423","SP25","AY25","investments",8,"#A21942",1
"484","FBE-423","SP25","AY25","private equity",8,"#A21942",2
"484","FBE-423","SP25","AY25","valuation",8,"#A21942",1
"485","FBE-427","SP25","AY25","debtor",1,"#E5243B",1
"485","FBE-427","SP25","AY25","land use",11,"#FD9D24",1
"485","FBE-427","SP25","AY25","investments",8,"#A21942",1
"485","FBE-427","SP25","AY25","creditor",8,"#A21942",1
"485","FBE-427","SP25","AY25","landlord",11,"#FD9D24",1
"485","FBE-427","SP25","AY25","real estate",11,"#FD9D24",1
"485","FBE-427","SP25","AY25","landlord",1,"#E5243B",1
"485","FBE-427","SP25","AY25","law",16,"#00689D",3
"485","FBE-427","SP25","AY25","tenant",11,"#FD9D24",1
"486","FBE-429","SP25","AY25","law",16,"#00689D",1
"486","FBE-429","SP25","AY25","legal",16,"#00689D",1
"487","FBE-432","SP25","AY25","policy",16,"#00689D",1
"487","FBE-432","SP25","AY25","financial",8,"#A21942",3
"488","FBE-435","SP25","AY25","finance",8,"#A21942",1
"488","FBE-435","SP25","AY25","investments",8,"#A21942",1
"489","FBE-437","SP25","AY25","entrepreneurial",8,"#A21942",1
"489","FBE-437","SP25","AY25","cash flow",8,"#A21942",1
"489","FBE-437","SP25","AY25","finance",8,"#A21942",1
"489","FBE-437","SP25","AY25","financial",8,"#A21942",2
"489","FBE-437","SP25","AY25","profits",8,"#A21942",1
"489","FBE-437","SP25","AY25","financing",8,"#A21942",1
"489","FBE-437","SP25","AY25","financial management",1,"#E5243B",2
"490","FBE-440","SP25","AY25","policy",16,"#00689D",1
"490","FBE-440","SP25","AY25","profitability",8,"#A21942",1
"491","FBE-441","SP25","AY25","investments",8,"#A21942",1
"491","FBE-441","SP25","AY25","valuation",8,"#A21942",1
"491","FBE-441","SP25","AY25","investment",1,"#E5243B",2
"491","FBE-441","SP25","AY25","investment",8,"#A21942",2
"492","FBE-445","SP25","AY25","financial",8,"#A21942",2
"493","FBE-454","SP25","AY25","investment",8,"#A21942",2
"493","FBE-454","SP25","AY25","investment",1,"#E5243B",2
"494","FBE-458","SP25","AY25","governmental",16,"#00689D",1
"494","FBE-458","SP25","AY25","bankruptcy",1,"#E5243B",1
"494","FBE-458","SP25","AY25","creditor",8,"#A21942",1
"494","FBE-458","SP25","AY25","law",16,"#00689D",2
"494","FBE-458","SP25","AY25","companies",8,"#A21942",1
"494","FBE-458","SP25","AY25","ethics",10,"#DD1367",1
"494","FBE-458","SP25","AY25","financing",8,"#A21942",1
"495","FBE-459","SP25","AY25","financial",8,"#A21942",2
"496","FBE-460","SP25","AY25","human resources",8,"#A21942",1
"496","FBE-460","SP25","AY25","financial",8,"#A21942",1
"518","FBE-466","SP25","AY25","finance",8,"#A21942",1
"518","FBE-466","SP25","AY25","design and construction",11,"#FD9D24",1
"518","FBE-466","SP25","AY25","real estate",11,"#FD9D24",1
"517","FBE-467","SP25","AY25","valuation",8,"#A21942",1
"517","FBE-467","SP25","AY25","real estate",11,"#FD9D24",2
"517","FBE-467","SP25","AY25","investment",8,"#A21942",1
"517","FBE-467","SP25","AY25","investment",1,"#E5243B",1
"506","FBE-501","SP25","AY25","investment",8,"#A21942",2
"506","FBE-501","SP25","AY25","banking",8,"#A21942",2
"506","FBE-501","SP25","AY25","investment",1,"#E5243B",2
"497","FBE-504","SP25","AY25","payment",8,"#A21942",1
"497","FBE-504","SP25","AY25","automation",9,"#FD6925",1
"497","FBE-504","SP25","AY25","finance",8,"#A21942",1
"497","FBE-504","SP25","AY25","wealth",1,"#E5243B",1
"497","FBE-504","SP25","AY25","lending",8,"#A21942",1
"498","FBE-527","SP25","AY25","entrepreneurial",8,"#A21942",1
"498","FBE-527","SP25","AY25","financial management",1,"#E5243B",2
"498","FBE-527","SP25","AY25","financial",8,"#A21942",2
"498","FBE-527","SP25","AY25","cash flow",8,"#A21942",1
"498","FBE-527","SP25","AY25","profits",8,"#A21942",1
"498","FBE-527","SP25","AY25","financing",8,"#A21942",1
"498","FBE-527","SP25","AY25","finance",8,"#A21942",1
"499","FBE-529","SP25","AY25","valuation",8,"#A21942",2
"499","FBE-529","SP25","AY25","financial",8,"#A21942",4
"500","FBE-532","SP25","AY25","financial",8,"#A21942",3
"500","FBE-532","SP25","AY25","policy",16,"#00689D",1
"503","FBE-535","SP25","AY25","finance",8,"#A21942",1
"501","FBE-540","SP25","AY25","investment",8,"#A21942",1
"501","FBE-540","SP25","AY25","investment",1,"#E5243B",1
"501","FBE-540","SP25","AY25","hedge funds",8,"#A21942",2
"504","FBE-543","SP25","AY25","financial",8,"#A21942",1
"505","FBE-545","SP25","AY25","financial",8,"#A21942",2
"502","FBE-550","SP25","AY25","investing",8,"#A21942",1
"507","FBE-553B","SP25","AY25",NA,NA,NA,NA
"508","FBE-554","SP25","AY25","profitability",8,"#A21942",1
"508","FBE-554","SP25","AY25","policy",16,"#00689D",1
"509","FBE-555","SP25","AY25","investment",1,"#E5243B",1
"509","FBE-555","SP25","AY25","investment",8,"#A21942",1
"510","FBE-557","SP25","AY25","social responsibility",16,"#00689D",1
"510","FBE-557","SP25","AY25","government",16,"#00689D",1
"510","FBE-557","SP25","AY25","crimes",16,"#00689D",1
"510","FBE-557","SP25","AY25","commerce",8,"#A21942",1
"510","FBE-557","SP25","AY25","ethics",10,"#DD1367",2
"510","FBE-557","SP25","AY25","law",16,"#00689D",3
"511","FBE-558","SP25","AY25","corporate governance",8,"#A21942",1
"511","FBE-558","SP25","AY25","ethics",10,"#DD1367",1
"511","FBE-558","SP25","AY25","legal",16,"#00689D",1
"511","FBE-558","SP25","AY25","financing",8,"#A21942",2
"511","FBE-558","SP25","AY25","companies",8,"#A21942",1
"511","FBE-558","SP25","AY25","bankruptcy",1,"#E5243B",1
"511","FBE-558","SP25","AY25","corporate governance",16,"#00689D",1
"511","FBE-558","SP25","AY25","law",16,"#00689D",3
"512","FBE-559","SP25","AY25","financial",8,"#A21942",1
"512","FBE-559","SP25","AY25","commodity",8,"#A21942",1
"513","FBE-560","SP25","AY25","regulations",16,"#00689D",1
"513","FBE-560","SP25","AY25","valuation",8,"#A21942",1
"514","FBE-565","SP25","AY25","economics",8,"#A21942",1
"514","FBE-565","SP25","AY25","real estate",11,"#FD9D24",1
"514","FBE-565","SP25","AY25","financial",8,"#A21942",1
"514","FBE-565","SP25","AY25","land use",11,"#FD9D24",1
"514","FBE-565","SP25","AY25","urban",11,"#FD9D24",1
"515","FBE-566","SP25","AY25","finance",8,"#A21942",1
"515","FBE-566","SP25","AY25","valuation",8,"#A21942",1
"515","FBE-566","SP25","AY25","real estate",11,"#FD9D24",2
"515","FBE-566","SP25","AY25","cash flow",8,"#A21942",1
"516","FBE-567","SP25","AY25","valuation",8,"#A21942",1
"516","FBE-567","SP25","AY25","real estate",11,"#FD9D24",3
"516","FBE-567","SP25","AY25","investment",8,"#A21942",1
"516","FBE-567","SP25","AY25","investment",1,"#E5243B",1
"520","FBE-591","SP25","AY25","real estate",11,"#FD9D24",2
"520","FBE-591","SP25","AY25","investment",1,"#E5243B",2
"520","FBE-591","SP25","AY25","financing",8,"#A21942",1
"520","FBE-591","SP25","AY25","investment",8,"#A21942",2
"520","FBE-591","SP25","AY25","finance",8,"#A21942",1
"520","FBE-591","SP25","AY25","valuation",8,"#A21942",1
"520","FBE-591","SP25","AY25","assets",8,"#A21942",1
"521","FBE-592","SP25","AY25","economics",8,"#A21942",1
"521","FBE-592","SP25","AY25","finance",8,"#A21942",1
"521","FBE-592","SP25","AY25","government",16,"#00689D",1
"523","FBE-595","SP25","AY25","economics",8,"#A21942",1
"523","FBE-595","SP25","AY25","finance",8,"#A21942",1
"519","FBE-597","SP25","AY25","finance",8,"#A21942",1
"519","FBE-597","SP25","AY25","economics",8,"#A21942",1
"522","FBE-621","SP25","AY25","finance",8,"#A21942",1
"522","FBE-621","SP25","AY25","economics",8,"#A21942",1
"2175","FDN-405","SP25","AY25","politics",16,"#00689D",1
"2175","FDN-405","SP25","AY25","class and gender",5,"#FF3A21",1
"2175","FDN-405","SP25","AY25","race",10,"#DD1367",2
"2206","FREN-012","SP25","AY25",NA,NA,NA,NA
"2208","FREN-015","SP25","AY25",NA,NA,NA,NA
"2205","FREN-120","SP25","AY25",NA,NA,NA,NA
"2207","FREN-150","SP25","AY25",NA,NA,NA,NA
"2209","FREN-152","SP25","AY25","cultural",10,"#DD1367",1
"2210","FREN-175","SP25","AY25","romance",5,"#FF3A21",2
"2211","FREN-220","SP25","AY25","cultural",10,"#DD1367",1
"2212","FREN-235","SP25","AY25","cultural",10,"#DD1367",1
"2213","FREN-250","SP25","AY25",NA,NA,NA,NA
"2214","FREN-260","SP25","AY25","women",5,"#FF3A21",2
"2215","FREN-270","SP25","AY25","migration",10,"#DD1367",1
"2216","FREN-300","SP25","AY25",NA,NA,NA,NA
"2217","FREN-307","SP25","AY25","violence",16,"#00689D",1
"2217","FREN-307","SP25","AY25","cultural",10,"#DD1367",1
"2223","FREN-310","SP25","AY25",NA,NA,NA,NA
"2218","FREN-330","SP25","AY25",NA,NA,NA,NA
"2219","FREN-360","SP25","AY25","commerce",8,"#A21942",1
"2220","FREN-370","SP25","AY25","human rights",16,"#00689D",1
"2220","FREN-370","SP25","AY25","equality",10,"#DD1367",2
"2220","FREN-370","SP25","AY25","human rights",10,"#DD1367",1
"2220","FREN-370","SP25","AY25","citizenship",10,"#DD1367",1
"4","FREN-392","SP25","AY25","cultural",10,"#DD1367",1
"2221","FREN-445","SP25","AY25","sexuality",5,"#FF3A21",2
"2221","FREN-445","SP25","AY25","sexuality",10,"#DD1367",2
"2221","FREN-445","SP25","AY25","feminism",5,"#FF3A21",1
"2221","FREN-445","SP25","AY25","feminist",5,"#FF3A21",1
"2222","FREN-464","SP25","AY25","civilization",11,"#FD9D24",1
"2222","FREN-464","SP25","AY25","educational",4,"#C5192D",1
"2224","FREN-503","SP25","AY25",NA,NA,NA,NA
"2239","FSEM-100","SP25","AY25",NA,NA,NA,NA
"2240","FSEM-100","SP25","AY25",NA,NA,NA,NA
"2241","FSEM-100","SP25","AY25",NA,NA,NA,NA
"1253","GDEN-732","SP25","AY25","clinical",3,"#4C9F38",1
"1253","GDEN-732","SP25","AY25","medical",3,"#4C9F38",1
"1253","GDEN-732","SP25","AY25","geriatric",3,"#4C9F38",1
"1276","GEOL-105","SP25","AY25","glaciers",15,"#56C02B",1
"1276","GEOL-105","SP25","AY25","rocks",15,"#56C02B",1
"1276","GEOL-105","SP25","AY25","ocean",14,"#0A97D9",1
"1276","GEOL-105","SP25","AY25","earthquakes",11,"#FD9D24",1
"1276","GEOL-105","SP25","AY25","landforms",15,"#56C02B",1
"1294","GEOL-107","SP25","AY25","oceans",14,"#0A97D9",3
"1294","GEOL-107","SP25","AY25","geological",15,"#56C02B",1
"1294","GEOL-107","SP25","AY25","oceanography",14,"#0A97D9",1
"1294","GEOL-107","SP25","AY25","ocean",14,"#0A97D9",6
"1278","GEOL-108","SP25","AY25","crises",16,"#00689D",1
"1278","GEOL-108","SP25","AY25","groundwater",6,"#26BDE2",1
"1278","GEOL-108","SP25","AY25","civilization",11,"#FD9D24",1
"1278","GEOL-108","SP25","AY25","acid rain",13,"#3F7E44",1
"1278","GEOL-108","SP25","AY25","groundwater",15,"#56C02B",1
"1278","GEOL-108","SP25","AY25","ozone",13,"#3F7E44",1
"1278","GEOL-108","SP25","AY25","floods",11,"#FD9D24",1
"1278","GEOL-108","SP25","AY25","global warming",15,"#56C02B",1
"1278","GEOL-108","SP25","AY25","fossil fuel",13,"#3F7E44",1
"1278","GEOL-108","SP25","AY25","rain",11,"#FD9D24",1
"1278","GEOL-108","SP25","AY25","groundwater",12,"#BF8B2E",1
"1278","GEOL-108","SP25","AY25","landslides",11,"#FD9D24",1
"1278","GEOL-108","SP25","AY25","earthquakes",11,"#FD9D24",1
"1278","GEOL-108","SP25","AY25","landslides",15,"#56C02B",1
"1278","GEOL-108","SP25","AY25","floods",15,"#56C02B",1
"1278","GEOL-108","SP25","AY25","global warming",13,"#3F7E44",1
"1278","GEOL-108","SP25","AY25","fuel",7,"#FCC30B",1
"1279","GEOL-126","SP25","AY25","environmental change",15,"#56C02B",1
"1279","GEOL-126","SP25","AY25","museum",11,"#FD9D24",1
"1279","GEOL-126","SP25","AY25","natural history",15,"#56C02B",1
"1281","GEOL-150","SP25","AY25","climate change",13,"#3F7E44",1
"1281","GEOL-150","SP25","AY25","greenhouse gases",13,"#3F7E44",1
"1281","GEOL-150","SP25","AY25","global warming",13,"#3F7E44",1
"1281","GEOL-150","SP25","AY25","global warming",15,"#56C02B",1
"1281","GEOL-150","SP25","AY25","human society",11,"#FD9D24",1
"1277","GEOL-241","SP25","AY25","energy resources",7,"#FCC30B",1
"1277","GEOL-241","SP25","AY25","renewable energy",7,"#FCC30B",1
"1277","GEOL-241","SP25","AY25","fossil fuels",13,"#3F7E44",1
"1277","GEOL-241","SP25","AY25","fuels",7,"#FCC30B",1
"1284","GEOL-316","SP25","AY25","rocks",15,"#56C02B",1
"1286","GEOL-321","SP25","AY25","geology",15,"#56C02B",1
"1283","GEOL-387A","SP25","AY25","earth science",15,"#56C02B",1
"1282","GEOL-412","SP25","AY25","oceans",14,"#0A97D9",1
"1282","GEOL-412","SP25","AY25","ocean",14,"#0A97D9",3
"1282","GEOL-412","SP25","AY25","oceans climate",13,"#3F7E44",0
"1289","GEOL-465","SP25","AY25","geological",15,"#56C02B",1
"1289","GEOL-465","SP25","AY25","geology",15,"#56C02B",2
"1280","GEOL-491","SP25","AY25","earth sciences",15,"#56C02B",2
"1285","GEOL-515","SP25","AY25","atmospheric",13,"#3F7E44",1
"1288","GEOL-534","SP25","AY25","geological",15,"#56C02B",1
"1288","GEOL-534","SP25","AY25","geophysical",15,"#56C02B",1
"1291","GEOL-537","SP25","AY25","rocks",15,"#56C02B",1
"1291","GEOL-537","SP25","AY25","geological",15,"#56C02B",1
"1290","GEOL-566","SP25","AY25",NA,NA,NA,NA
"1292","GEOL-600","SP25","AY25","earth sciences",15,"#56C02B",1
"1292","GEOL-600","SP25","AY25","geosciences",15,"#56C02B",1
"1293","GEOL-601","SP25","AY25","geology",15,"#56C02B",2
"1287","GEOL-609","SP25","AY25","earthquake",11,"#FD9D24",2
"1287","GEOL-609","SP25","AY25","earthquakes",11,"#FD9D24",1
"2306","GERM-101","SP25","AY25",NA,NA,NA,NA
"2307","GERM-102","SP25","AY25",NA,NA,NA,NA
"2308","GERM-201","SP25","AY25","cultural",10,"#DD1367",1
"2309","GERM-221","SP25","AY25",NA,NA,NA,NA
"2310","GERM-320","SP25","AY25","cultural",10,"#DD1367",1
"2311","GERO-200","SP25","AY25","gerontology",3,"#4C9F38",2
"2312","GERO-301","SP25","AY25","longevity",3,"#4C9F38",1
"2312","GERO-301","SP25","AY25","aging",3,"#4C9F38",1
"2314","GERO-311","SP25","AY25","aging",3,"#4C9F38",1
"2314","GERO-311","SP25","AY25","clinical",3,"#4C9F38",1
"2314","GERO-311","SP25","AY25","diseases",3,"#4C9F38",2
"2314","GERO-311","SP25","AY25","geriatrics",3,"#4C9F38",1
"2314","GERO-311","SP25","AY25","medical",3,"#4C9F38",1
"2313","GERO-315","SP25","AY25","clinical",3,"#4C9F38",1
"2313","GERO-315","SP25","AY25","brain",3,"#4C9F38",1
"2316","GERO-320","SP25","AY25",NA,NA,NA,NA
"2318","GERO-321","SP25","AY25","gerontology",3,"#4C9F38",1
"2318","GERO-321","SP25","AY25","aging",3,"#4C9F38",3
"2319","GERO-340","SP25","AY25","social welfare",1,"#E5243B",1
"2319","GERO-340","SP25","AY25","political",16,"#00689D",1
"2319","GERO-340","SP25","AY25","aging",3,"#4C9F38",1
"2319","GERO-340","SP25","AY25","policy",16,"#00689D",2
"2321","GERO-380","SP25","AY25","aging",3,"#4C9F38",2
"2322","GERO-411","SP25","AY25","aging",3,"#4C9F38",1
"2322","GERO-411","SP25","AY25","nutritional",2,"#DDA63A",1
"2315","GERO-412","SP25","AY25","aging",3,"#4C9F38",1
"2315","GERO-412","SP25","AY25","fitness",3,"#4C9F38",1
"2323","GERO-414","SP25","AY25","aging",3,"#4C9F38",1
"2323","GERO-414","SP25","AY25","age related changes",3,"#4C9F38",1
"2323","GERO-414","SP25","AY25","diseases",3,"#4C9F38",1
"2323","GERO-414","SP25","AY25","brain",3,"#4C9F38",1
"2323","GERO-414","SP25","AY25","alzheimer",3,"#4C9F38",1
"2323","GERO-414","SP25","AY25","cognitive function",3,"#4C9F38",1
"2317","GERO-415","SP25","AY25","medical",3,"#4C9F38",1
"2317","GERO-415","SP25","AY25","aging",3,"#4C9F38",1
"2324","GERO-416","SP25","AY25","health issues",3,"#4C9F38",1
"2324","GERO-416","SP25","AY25","health problems",3,"#4C9F38",1
"2320","GERO-435","SP25","AY25","discrimination",10,"#DD1367",1
"2320","GERO-435","SP25","AY25","aging",3,"#4C9F38",1
"2320","GERO-435","SP25","AY25","stereotypes",10,"#DD1367",1
"2320","GERO-435","SP25","AY25","women",5,"#FF3A21",1
"2320","GERO-435","SP25","AY25","woman",5,"#FF3A21",1
"2320","GERO-435","SP25","AY25","political",16,"#00689D",1
"2325","GERO-437","SP25","AY25","death",16,"#00689D",2
"2326","GERO-440","SP25","AY25","evolution of life",15,"#56C02B",1
"2326","GERO-440","SP25","AY25","cultural",10,"#DD1367",1
"2326","GERO-440","SP25","AY25","aging",3,"#4C9F38",1
"2328","GERO-481","SP25","AY25","older adults",3,"#4C9F38",1
"2328","GERO-481","SP25","AY25","clinical",3,"#4C9F38",1
"2330","GERO-484","SP25","AY25","longevity",3,"#4C9F38",1
"2330","GERO-484","SP25","AY25","aging",3,"#4C9F38",1
"2330","GERO-484","SP25","AY25","cultural",10,"#DD1367",1
"2330","GERO-484","SP25","AY25","food",2,"#DDA63A",2
"2330","GERO-484","SP25","AY25","wellness",3,"#4C9F38",1
"2329","GERO-491","SP25","AY25",NA,NA,NA,NA
"2327","GERO-492","SP25","AY25","aging",3,"#4C9F38",1
"2331","GERO-495","SP25","AY25","health care",3,"#4C9F38",1
"2331","GERO-495","SP25","AY25","geriatric",3,"#4C9F38",2
"2332","GERO-497A","SP25","AY25","gerontology",3,"#4C9F38",2
"2333","GERO-497B","SP25","AY25","gerontology",3,"#4C9F38",2
"2334","GERO-497C","SP25","AY25","gerontology",3,"#4C9F38",2
"2335","GERO-500","SP25","AY25","age related changes",3,"#4C9F38",1
"2335","GERO-500","SP25","AY25","aging",3,"#4C9F38",2
"2337","GERO-502","SP25","AY25","aging",3,"#4C9F38",1
"2336","GERO-504","SP25","AY25","aging",3,"#4C9F38",2
"2336","GERO-504","SP25","AY25","administrators",4,"#C5192D",1
"2338","GERO-505","SP25","AY25","housing",11,"#FD9D24",1
"2338","GERO-505","SP25","AY25","older adults",3,"#4C9F38",1
"2338","GERO-505","SP25","AY25","policies",16,"#00689D",1
"2339","GERO-506","SP25","AY25","service provider",9,"#FD6925",1
"2339","GERO-506","SP25","AY25","innovations",9,"#FD6925",2
"2339","GERO-506","SP25","AY25","aging",3,"#4C9F38",2
"2340","GERO-508","SP25","AY25","aging",3,"#4C9F38",1
"2340","GERO-508","SP25","AY25","mind body",3,"#4C9F38",1
"2340","GERO-508","SP25","AY25","mind and body",3,"#4C9F38",1
"2341","GERO-509","SP25","AY25","aging",3,"#4C9F38",3
"2341","GERO-509","SP25","AY25","mindful",3,"#4C9F38",1
"2342","GERO-510","SP25","AY25","aging",3,"#4C9F38",2
"2342","GERO-510","SP25","AY25","health maintenance",3,"#4C9F38",1
"2353","GERO-514","SP25","AY25","aging",3,"#4C9F38",1
"2353","GERO-514","SP25","AY25","geriatric",3,"#4C9F38",1
"2345","GERO-516","SP25","AY25",NA,NA,NA,NA
"2348","GERO-517","SP25","AY25","critically ill",3,"#4C9F38",1
"2348","GERO-517","SP25","AY25","therapeutic",3,"#4C9F38",1
"2346","GERO-520","SP25","AY25","sexuality",10,"#DD1367",1
"2346","GERO-520","SP25","AY25","sexuality",5,"#FF3A21",1
"2351","GERO-530","SP25","AY25","retirement",1,"#E5243B",1
"2356","GERO-540","SP25","AY25","political",16,"#00689D",1
"2356","GERO-540","SP25","AY25","policy",16,"#00689D",2
"2356","GERO-540","SP25","AY25","aging",3,"#4C9F38",1
"2354","GERO-541","SP25","AY25","medicare",3,"#4C9F38",1
"2354","GERO-541","SP25","AY25","health care",3,"#4C9F38",1
"2354","GERO-541","SP25","AY25","finance",8,"#A21942",1
"2354","GERO-541","SP25","AY25","medicaid",3,"#4C9F38",1
"2355","GERO-550","SP25","AY25","older adults",3,"#4C9F38",2
"2363","GERO-552","SP25","AY25","aging",3,"#4C9F38",1
"2363","GERO-552","SP25","AY25","human resources",8,"#A21942",1
"2363","GERO-552","SP25","AY25","legal",16,"#00689D",1
"2363","GERO-552","SP25","AY25","employee",8,"#A21942",1
"2363","GERO-552","SP25","AY25","employer",8,"#A21942",1
"2362","GERO-555","SP25","AY25","aging",3,"#4C9F38",3
"2362","GERO-555","SP25","AY25","gerontology",3,"#4C9F38",1
"2362","GERO-555","SP25","AY25","disability",10,"#DD1367",1
"2368","GERO-560","SP25","AY25",NA,NA,NA,NA
"2357","GERO-561","SP25","AY25","health care",3,"#4C9F38",1
"2357","GERO-561","SP25","AY25","aging",3,"#4C9F38",5
"2357","GERO-561","SP25","AY25","medical",3,"#4C9F38",1
"2357","GERO-561","SP25","AY25","gerontology",3,"#4C9F38",1
"2357","GERO-561","SP25","AY25","ethical issues",10,"#DD1367",1
"2357","GERO-561","SP25","AY25","stereotypes",10,"#DD1367",1
"2358","GERO-563","SP25","AY25","aging",3,"#4C9F38",1
"2366","GERO-566","SP25","AY25","alzheimer",3,"#4C9F38",2
"2366","GERO-566","SP25","AY25","cognitive decline",3,"#4C9F38",2
"2366","GERO-566","SP25","AY25","dementia",3,"#4C9F38",2
"2366","GERO-566","SP25","AY25","disease",3,"#4C9F38",2
"2366","GERO-566","SP25","AY25","imaging",9,"#FD6925",1
"2361","GERO-569","SP25","AY25","patient care",3,"#4C9F38",1
"2361","GERO-569","SP25","AY25","healthcare",3,"#4C9F38",2
"2364","GERO-575","SP25","AY25","senior living",3,"#4C9F38",2
"2364","GERO-575","SP25","AY25","older adults",3,"#4C9F38",1
"2360","GERO-577","SP25","AY25","food service",2,"#DDA63A",2
"2360","GERO-577","SP25","AY25","senior living",3,"#4C9F38",2
"2360","GERO-577","SP25","AY25","food",2,"#DDA63A",2
"2367","GERO-579","SP25","AY25","senior living",3,"#4C9F38",2
"2350","GERO-589","SP25","AY25","aging",3,"#4C9F38",1
"2350","GERO-589","SP25","AY25","industries",9,"#FD6925",1
"2350","GERO-589","SP25","AY25","leadership and change",16,"#00689D",1
"2359","GERO-591","SP25","AY25","older adults",3,"#4C9F38",1
"2359","GERO-591","SP25","AY25","experiential learning",4,"#C5192D",1
"2352","GERO-592","SP25","AY25","aging",3,"#4C9F38",1
"2352","GERO-592","SP25","AY25","medicine",3,"#4C9F38",1
"2352","GERO-592","SP25","AY25","policy",16,"#00689D",1
"2352","GERO-592","SP25","AY25","gerontology",3,"#4C9F38",1
"2375","GERO-593","SP25","AY25","gerontology",3,"#4C9F38",1
"2369","GERO-600","SP25","AY25","aging",3,"#4C9F38",2
"2369","GERO-600","SP25","AY25","pathology",3,"#4C9F38",1
"2369","GERO-600","SP25","AY25","epidemiology",3,"#4C9F38",1
"2374","GERO-601","SP25","AY25","aging",3,"#4C9F38",2
"2374","GERO-601","SP25","AY25","diseases",3,"#4C9F38",1
"2343","GERO-602A","SP25","AY25",NA,NA,NA,NA
"2376","GERO-602B","SP25","AY25",NA,NA,NA,NA
"2344","GERO-605","SP25","AY25","aging",3,"#4C9F38",1
"2365","GERO-606","SP25","AY25",NA,NA,NA,NA
"2371","GERO-610","SP25","AY25","aging",3,"#4C9F38",2
"2377","GERO-613","SP25","AY25","aging",3,"#4C9F38",1
"2377","GERO-613","SP25","AY25","health related",3,"#4C9F38",1
"2377","GERO-613","SP25","AY25","health issues",3,"#4C9F38",1
"2372","GERO-614","SP25","AY25","aging",3,"#4C9F38",1
"2349","GERO-616","SP25","AY25","gerontology",3,"#4C9F38",1
"2347","GERO-620","SP25","AY25","aging",3,"#4C9F38",2
"2370","GERO-626","SP25","AY25","alzheimer",3,"#4C9F38",2
"2370","GERO-626","SP25","AY25","disease",3,"#4C9F38",2
"2373","GERO-640","SP25","AY25",NA,NA,NA,NA
"2259","GESM-110","SP25","AY25",NA,NA,NA,NA
"2260","GESM-120","SP25","AY25","cultural",10,"#DD1367",1
"2261","GESM-121","SP25","AY25","school",4,"#C5192D",1
"2262","GESM-130","SP25","AY25","cultural",10,"#DD1367",1
"2262","GESM-130","SP25","AY25","political",16,"#00689D",1
"2263","GESM-131","SP25","AY25","cultural",10,"#DD1367",1
"2263","GESM-131","SP25","AY25","school",4,"#C5192D",1
"2264","GESM-140","SP25","AY25","ecosystems",15,"#56C02B",1
"2265","GESM-140","SP25","AY25","ecosystems",15,"#56C02B",1
"2267","GESM-141","SP25","AY25","school",4,"#C5192D",1
"2267","GESM-141","SP25","AY25","ecosystems",15,"#56C02B",1
"2267","GESM-141","SP25","AY25","diseases",3,"#4C9F38",1
"2267","GESM-141","SP25","AY25","brain",3,"#4C9F38",1
"2266","GESM-141","SP25","AY25","school",4,"#C5192D",1
"2268","GESM-141","SP25","AY25","school",4,"#C5192D",1
"2268","GESM-141","SP25","AY25","ecosystems",15,"#56C02B",1
"2266","GESM-141","SP25","AY25","ecosystems",15,"#56C02B",1
"2269","GESM-141","SP25","AY25","ecosystems",15,"#56C02B",1
"2269","GESM-141","SP25","AY25","school",4,"#C5192D",1
"2269","GESM-141","SP25","AY25","mind and body",3,"#4C9F38",1
"2270","GESM-150","SP25","AY25",NA,NA,NA,NA
"2271","GESM-150","SP25","AY25","civilization",11,"#FD9D24",1
"2272","GESM-160","SP25","AY25",NA,NA,NA,NA
"2273","GESM-161","SP25","AY25","school",4,"#C5192D",1
"977","GR-120","SP25","AY25",NA,NA,NA,NA
"978","GR-220","SP25","AY25",NA,NA,NA,NA
"979","GR-362","SP25","AY25",NA,NA,NA,NA
"980","GR-450","SP25","AY25",NA,NA,NA,NA
"524","GSBA-529","SP25","AY25",NA,NA,NA,NA
"526","GSBA-548","SP25","AY25","financing",8,"#A21942",1
"526","GSBA-548","SP25","AY25","finance",8,"#A21942",1
"526","GSBA-548","SP25","AY25","investment",1,"#E5243B",1
"526","GSBA-548","SP25","AY25","investment",8,"#A21942",1
"525","GSBA-555","SP25","AY25","industries",9,"#FD6925",3
"527","GSBA-592","SP25","AY25","government",16,"#00689D",1
"528","GSBA-595","SP25","AY25",NA,NA,NA,NA
"529","GSBA-597","SP25","AY25",NA,NA,NA,NA
"530","GSBA-603","SP25","AY25",NA,NA,NA,NA
